"","location_dest","location_origin","total","long_origin","lat_origin","long_dest","lat_dest"
"1","Abilene TX","Champaign/Urbana IL",1,-88.27805556,40.03925,-99.68189722,32.41132
"2","Abilene TX","Dallas-Fort Worth TX",2660,-97.0372,32.89595056,-99.68189722,32.41132
"3","Adak AK","Anchorage AK",102,-149.9961856,61.17432028,-176.6460306,51.87796389
"4","Aguadilla PR","New York NY",661,-73.97208306,40.74260167,-67.12944444,18.49486111
"5","Aguadilla PR","Newark NJ",366,-74.16866056,40.69249722,-67.12944444,18.49486111
"6","Aguadilla PR","Orlando FL",492,-81.43708333,28.28980556,-67.12944444,18.49486111
"7","Akron OH","Atlanta GA",3902,-84.42694444,33.64044444,-81.46693944,41.0375
"8","Akron OH","New York NY",793,-73.97208306,40.74260167,-81.46693944,41.0375
"9","Akron OH","Detroit MI",1044,-83.00986111,42.40919444,-81.46693944,41.0375
"10","Akron OH","Chicago IL",1047,-87.60791167,41.85884389,-81.46693944,41.0375
"11","Akron OH","Tampa FL",359,-82.53325,27.97547222,-81.46693944,41.0375
"12","Akron OH","Fayetteville/Springdale/Rogers AR",1,-94.30681111,36.28186944,-81.46693944,41.0375
"13","Akron OH","Covington KY",39,-84.6621725,39.04614278,-81.46693944,41.0375
"14","Akron OH","Orlando FL",371,-81.43708333,28.28980556,-81.46693944,41.0375
"15","Akron OH","Boston MA",467,-71.00517917,42.3643475,-81.46693944,41.0375
"16","Akron OH","Ft. Myers FL",138,-81.86325,26.58661111,-81.46693944,41.0375
"17","Akron OH","Denver CO",780,-104.8492942,39.57012833,-81.46693944,41.0375
"18","Akron OH","Ft. Lauderdale FL",8,-80.15275,26.07258333,-81.46693944,41.0375
"19","Akron OH","Las Vegas NV",43,-115.1327708,35.97636444,-81.46693944,41.0375
"20","Akron OH","Syracuse NY",1,-76.10631056,43.11118694,-81.46693944,41.0375
"21","Albany GA","Atlanta GA",1095,-84.42694444,33.64044444,-84.19447333,31.535515
"22","Albany NY","Ft. Lauderdale FL",60,-80.15275,26.07258333,-73.80297861,42.74811944
"23","Albany NY","Charlotte NC",978,-80.94312583,35.21401111,-73.80297861,42.74811944
"24","Albany NY","Newark NJ",619,-74.16866056,40.69249722,-73.80297861,42.74811944
"25","Albany NY","Las Vegas NV",366,-115.1327708,35.97636444,-73.80297861,42.74811944
"26","Albany NY","Atlanta GA",1153,-84.42694444,33.64044444,-73.80297861,42.74811944
"27","Albany NY","Philadelphia PA",448,-75.24114083,39.87195278,-73.80297861,42.74811944
"28","Albany NY","Covington KY",912,-84.6621725,39.04614278,-73.80297861,42.74811944
"29","Albany NY","Detroit MI",1013,-83.00986111,42.40919444,-73.80297861,42.74811944
"30","Albany NY","New York NY",364,-73.97208306,40.74260167,-73.80297861,42.74811944
"31","Albany NY","Chicago IL",2361,-87.60791167,41.85884389,-73.80297861,42.74811944
"32","Albany NY","Orlando FL",1040,-81.43708333,28.28980556,-73.80297861,42.74811944
"33","Albany NY","Tampa FL",391,-82.53325,27.97547222,-73.80297861,42.74811944
"34","Albany NY","Arlington VA",304,-77.03772222,38.85208333,-73.80297861,42.74811944
"35","Albany NY","Minneapolis MN",57,-93.21138889,45.145,-73.80297861,42.74811944
"36","Albany NY","Baltimore MD",2296,-76.66819833,39.17540167,-73.80297861,42.74811944
"37","Albany NY","Cleveland OH",1106,-81.68333333,41.5175,-73.80297861,42.74811944
"38","Albuquerque NM","Phoenix AZ",5234,-112.0825614,33.68831667,-106.6091944,35.04022222
"39","Albuquerque NM","Durango CO",1,-107.7537692,37.15151667,-106.6091944,35.04022222
"40","Albuquerque NM","San Antonio TX",426,-98.46977778,29.53369444,-106.6091944,35.04022222
"41","Albuquerque NM","Lubbock TX",366,-101.8227778,33.66363889,-106.6091944,35.04022222
"42","Albuquerque NM","Oklahoma City OK",231,-97.82354556,35.4880825,-106.6091944,35.04022222
"43","Albuquerque NM","Covington KY",260,-84.6621725,39.04614278,-106.6091944,35.04022222
"44","Albuquerque NM","Cleveland OH",12,-81.68333333,41.5175,-106.6091944,35.04022222
"45","Albuquerque NM","Los Angeles CA",2415,-118.4080744,33.94253611,-106.6091944,35.04022222
"46","Albuquerque NM","Chantilly VA",365,-77.45580972,38.94453194,-106.6091944,35.04022222
"47","Albuquerque NM","Salt Lake City UT",2293,-111.9777731,40.78838778,-106.6091944,35.04022222
"48","Albuquerque NM","Las Vegas NV",2408,-115.1327708,35.97636444,-106.6091944,35.04022222
"49","Albuquerque NM","Tampa FL",366,-82.53325,27.97547222,-106.6091944,35.04022222
"50","Albuquerque NM","Oakland CA",1004,-122.2207167,37.72129083,-106.6091944,35.04022222
"51","Albuquerque NM","Omaha NE",1,-96.11227778,41.196,-106.6091944,35.04022222
"52","Albuquerque NM","Kansas City MO",670,-94.71390556,39.29760528,-106.6091944,35.04022222
"53","Albuquerque NM","Amarillo TX",366,-101.7059272,35.2193725,-106.6091944,35.04022222
"54","Albuquerque NM","Newark NJ",166,-74.16866056,40.69249722,-106.6091944,35.04022222
"55","Albuquerque NM","Houston TX",3284,-95.55277778,30.06186111,-106.6091944,35.04022222
"56","Albuquerque NM","San Diego CA",1054,-117.1395664,32.81573306,-106.6091944,35.04022222
"57","Albuquerque NM","Minneapolis MN",677,-93.21138889,45.145,-106.6091944,35.04022222
"58","Albuquerque NM","El Paso TX",792,-106.3778056,31.80666667,-106.6091944,35.04022222
"59","Albuquerque NM","Baltimore MD",549,-76.66819833,39.17540167,-106.6091944,35.04022222
"60","Albuquerque NM","Dallas TX",3106,-96.80027778,32.77333333,-106.6091944,35.04022222
"61","Albuquerque NM","Denver CO",4309,-104.8492942,39.57012833,-106.6091944,35.04022222
"62","Albuquerque NM","Austin TX",435,-97.66987194,30.19453278,-106.6091944,35.04022222
"63","Albuquerque NM","Tucson AZ",718,-111.1728611,32.14308333,-106.6091944,35.04022222
"64","Albuquerque NM","Tulsa OK",229,-95.984635,36.0396275,-106.6091944,35.04022222
"65","Albuquerque NM","Atlanta GA",1064,-84.42694444,33.64044444,-106.6091944,35.04022222
"66","Albuquerque NM","Sacramento CA",466,-121.2975908,38.55389694,-106.6091944,35.04022222
"67","Albuquerque NM","Orlando FL",726,-81.43708333,28.28980556,-106.6091944,35.04022222
"68","Albuquerque NM","St Louis MO",366,-90.50830417,38.72752,-106.6091944,35.04022222
"69","Albuquerque NM","Midland TX",366,-102.2019139,31.94252778,-106.6091944,35.04022222
"70","Albuquerque NM","Seattle WA",708,-122.3019561,47.52998917,-106.6091944,35.04022222
"71","Albuquerque NM","Chicago IL",1484,-87.60791167,41.85884389,-106.6091944,35.04022222
"72","Albuquerque NM","Dallas-Fort Worth TX",2888,-97.0372,32.89595056,-106.6091944,35.04022222
"73","Albuquerque NM","Colorado Springs CO",1,-104.5698933,38.94574889,-106.6091944,35.04022222
"74","Albuquerque NM","Ontario CA",443,-117.6011944,34.056,-106.6091944,35.04022222
"75","Albuquerque NM","San Francisco CA",529,-122.3748433,37.61900194,-106.6091944,35.04022222
"76","Albuquerque NM","Portland OR",366,-122.6709289,45.52527778,-106.6091944,35.04022222
"77","Alexandria LA","Atlanta GA",982,-84.42694444,33.64044444,-92.54855611,31.32737167
"78","Alexandria LA","Dallas-Fort Worth TX",1003,-97.0372,32.89595056,-92.54855611,31.32737167
"79","Alexandria LA","Houston TX",342,-95.55277778,30.06186111,-92.54855611,31.32737167
"80","Allentown PA","Milwaukee WI",1,-87.89658333,42.94722222,-75.48830556,40.57027778
"81","Allentown PA","Chicago IL",1426,-87.60791167,41.85884389,-75.48830556,40.57027778
"82","Allentown PA","Charlotte NC",465,-80.94312583,35.21401111,-75.48830556,40.57027778
"83","Allentown PA","Lincoln NE",1,-96.75925,40.85097222,-75.48830556,40.57027778
"84","Allentown PA","Cleveland OH",805,-81.68333333,41.5175,-75.48830556,40.57027778
"85","Allentown PA","Detroit MI",997,-83.00986111,42.40919444,-75.48830556,40.57027778
"86","Allentown PA","Atlanta GA",852,-84.42694444,33.64044444,-75.48830556,40.57027778
"87","Allentown PA","Covington KY",248,-84.6621725,39.04614278,-75.48830556,40.57027778
"88","Amarillo TX","Denver CO",731,-104.8492942,39.57012833,-101.7059272,35.2193725
"89","Amarillo TX","Albuquerque NM",368,-106.6091944,35.04022222,-101.7059272,35.2193725
"90","Amarillo TX","San Antonio TX",1,-98.46977778,29.53369444,-101.7059272,35.2193725
"91","Amarillo TX","Dallas-Fort Worth TX",2551,-97.0372,32.89595056,-101.7059272,35.2193725
"92","Amarillo TX","Houston TX",807,-95.55277778,30.06186111,-101.7059272,35.2193725
"93","Amarillo TX","Dallas TX",2665,-96.80027778,32.77333333,-101.7059272,35.2193725
"94","Amarillo TX","Las Vegas NV",367,-115.1327708,35.97636444,-101.7059272,35.2193725
"95","Anchorage AK","Denver CO",451,-104.8492942,39.57012833,-149.9961856,61.17432028
"96","Anchorage AK","Portland OR",576,-122.6709289,45.52527778,-149.9961856,61.17432028
"97","Anchorage AK","Detroit MI",96,-83.00986111,42.40919444,-149.9961856,61.17432028
"98","Anchorage AK","Adak AK",102,-176.6460306,51.87796389,-149.9961856,61.17432028
"99","Anchorage AK","Cordova AK",363,-145.4776503,60.49183389,-149.9961856,61.17432028
"100","Anchorage AK","Bethel AK",1035,-161.8379975,60.77977639,-149.9961856,61.17432028
"101","Anchorage AK","King Salmon AK",78,-156.6492175,58.67680167,-149.9961856,61.17432028
"102","Anchorage AK","Los Angeles CA",239,-118.4080744,33.94253611,-149.9961856,61.17432028
"103","Anchorage AK","Houston TX",206,-95.55277778,30.06186111,-149.9961856,61.17432028
"104","Anchorage AK","Salt Lake City UT",478,-111.9777731,40.78838778,-149.9961856,61.17432028
"105","Anchorage AK","Barrow AK",364,-156.7660019,71.2854475,-149.9961856,61.17432028
"106","Anchorage AK","Nome AK",729,-165.4452458,64.51220222,-149.9961856,61.17432028
"107","Anchorage AK","Seattle WA",6256,-122.3019561,47.52998917,-149.9961856,61.17432028
"108","Anchorage AK","Atlanta GA",115,-84.42694444,33.64044444,-149.9961856,61.17432028
"109","Anchorage AK","Honolulu HI",236,-157.9224072,21.31869111,-149.9961856,61.17432028
"110","Anchorage AK","Covington KY",90,-84.6621725,39.04614278,-149.9961856,61.17432028
"111","Anchorage AK","Phoenix AZ",366,-112.0825614,33.68831667,-149.9961856,61.17432028
"112","Anchorage AK","Deadhorse AK",363,-148.4651608,70.19475583,-149.9961856,61.17432028
"113","Anchorage AK","Kotzebue AK",361,-162.5985497,66.88467694,-149.9961856,61.17432028
"114","Anchorage AK","Minneapolis MN",826,-93.21138889,45.145,-149.9961856,61.17432028
"115","Anchorage AK","San Francisco CA",182,-122.3748433,37.61900194,-149.9961856,61.17432028
"116","Anchorage AK","Kahului HI",27,-156.4304578,20.89864972,-149.9961856,61.17432028
"117","Anchorage AK","Chicago IL",561,-87.60791167,41.85884389,-149.9961856,61.17432028
"118","Anchorage AK","Dallas-Fort Worth TX",153,-97.0372,32.89595056,-149.9961856,61.17432028
"119","Anchorage AK","Las Vegas NV",238,-115.1327708,35.97636444,-149.9961856,61.17432028
"120","Anchorage AK","Kodiak AK",706,-152.4938553,57.74996778,-149.9961856,61.17432028
"121","Anchorage AK","Juneau AK",1163,-134.4077778,58.29888889,-149.9961856,61.17432028
"122","Anchorage AK","Dillingham AK",116,-158.5033389,59.0454125,-149.9961856,61.17432028
"123","Anchorage AK","Fairbanks AK",2853,-147.8596694,64.8136775,-149.9961856,61.17432028
"124","Appleton WI","Omaha NE",1,-96.11227778,41.196,-88.51947556,44.25740806
"125","Appleton WI","Madison WI",1,-89.18553833,43.10491444,-88.51947556,44.25740806
"126","Appleton WI","Minneapolis MN",89,-93.21138889,45.145,-88.51947556,44.25740806
"127","Appleton WI","Covington KY",697,-84.6621725,39.04614278,-88.51947556,44.25740806
"128","Appleton WI","Detroit MI",1021,-83.00986111,42.40919444,-88.51947556,44.25740806
"129","Appleton WI","Milwaukee WI",1030,-87.89658333,42.94722222,-88.51947556,44.25740806
"130","Appleton WI","Atlanta GA",742,-84.42694444,33.64044444,-88.51947556,44.25740806
"131","Appleton WI","Boise ID",1,-116.2227778,43.56444444,-88.51947556,44.25740806
"132","Appleton WI","Chicago IL",2288,-87.60791167,41.85884389,-88.51947556,44.25740806
"133","Appleton WI","Philadelphia PA",1,-75.24114083,39.87195278,-88.51947556,44.25740806
"134","Appleton WI","Charlotte NC",1,-80.94312583,35.21401111,-88.51947556,44.25740806
"135","Arcata/Eureka CA","San Francisco CA",2337,-122.3748433,37.61900194,-124.1086189,40.97811528
"136","Arcata/Eureka CA","Sacramento CA",616,-121.2975908,38.55389694,-124.1086189,40.97811528
"137","Arcata/Eureka CA","Crescent City CA",360,-124.2365333,41.78015722,-124.1086189,40.97811528
"138","Arcata/Eureka CA","Salt Lake City UT",389,-111.9777731,40.78838778,-124.1086189,40.97811528
"139","Arlington VA","Huntsville AL",577,-86.77310944,34.6404475,-77.03772222,38.85208333
"140","Arlington VA","Los Angeles CA",366,-118.4080744,33.94253611,-77.03772222,38.85208333
"141","Arlington VA","Chicago IL",7430,-87.60791167,41.85884389,-77.03772222,38.85208333
"142","Arlington VA","Grand Rapids MI",307,-85.52276778,42.88081972,-77.03772222,38.85208333
"143","Arlington VA","Boston MA",8899,-71.00517917,42.3643475,-77.03772222,38.85208333
"144","Arlington VA","Tampa FL",1554,-82.53325,27.97547222,-77.03772222,38.85208333
"145","Arlington VA","New Orleans LA",430,-90.08166667,29.95194444,-77.03772222,38.85208333
"146","Arlington VA","Raleigh NC",2772,-78.78747222,35.87763889,-77.03772222,38.85208333
"147","Arlington VA","Fayetteville/Springdale/Rogers AR",209,-94.30681111,36.28186944,-77.03772222,38.85208333
"148","Arlington VA","New York NY",14004,-73.97208306,40.74260167,-77.03772222,38.85208333
"149","Arlington VA","Albany NY",327,-73.80297861,42.74811944,-77.03772222,38.85208333
"150","Arlington VA","Houston TX",2941,-95.55277778,30.06186111,-77.03772222,38.85208333
"151","Arlington VA","Columbus OH",77,-82.89188278,39.99798528,-77.03772222,38.85208333
"152","Arlington VA","Lexington KY",304,-84.60538889,38.03697222,-77.03772222,38.85208333
"153","Arlington VA","Harrisburg PA",1,-76.85147222,40.21713889,-77.03772222,38.85208333
"154","Arlington VA","Las Vegas NV",366,-115.1327708,35.97636444,-77.03772222,38.85208333
"155","Arlington VA","Pellston MI",1,-84.796715,45.5709275,-77.03772222,38.85208333
"156","Arlington VA","Newark NJ",2269,-74.16866056,40.69249722,-77.03772222,38.85208333
"157","Arlington VA","Atlanta GA",7289,-84.42694444,33.64044444,-77.03772222,38.85208333
"158","Arlington VA","Philadelphia PA",584,-75.24114083,39.87195278,-77.03772222,38.85208333
"159","Arlington VA","Milwaukee WI",122,-87.89658333,42.94722222,-77.03772222,38.85208333
"160","Arlington VA","Memphis TN",1043,-90.05397694,35.20069278,-77.03772222,38.85208333
"161","Arlington VA","Sarasota FL",12,-82.55411111,27.39533333,-77.03772222,38.85208333
"162","Arlington VA","Dallas-Fort Worth TX",3965,-97.0372,32.89595056,-77.03772222,38.85208333
"163","Arlington VA","Pittsburgh PA",7,-79.93016889,40.35440139,-77.03772222,38.85208333
"164","Arlington VA","Minneapolis MN",2194,-93.21138889,45.145,-77.03772222,38.85208333
"165","Arlington VA","Miami FL",2982,-80.29055556,25.79325,-77.03772222,38.85208333
"166","Arlington VA","Buffalo NY",312,-78.71658528,42.86200306,-77.03772222,38.85208333
"167","Arlington VA","Cleveland OH",934,-81.68333333,41.5175,-77.03772222,38.85208333
"168","Arlington VA","Covington KY",2015,-84.6621725,39.04614278,-77.03772222,38.85208333
"169","Arlington VA","Ft. Myers FL",708,-81.86325,26.58661111,-77.03772222,38.85208333
"170","Arlington VA","Phoenix AZ",1080,-112.0825614,33.68831667,-77.03772222,38.85208333
"171","Arlington VA","Baton Rouge LA",129,-91.14963444,30.53316083,-77.03772222,38.85208333
"172","Arlington VA","Windsor Locks CT",1182,-72.68322833,41.93887417,-77.03772222,38.85208333
"173","Arlington VA","Ft. Lauderdale FL",1339,-80.15275,26.07258333,-77.03772222,38.85208333
"174","Arlington VA","Charlotte NC",2988,-80.94312583,35.21401111,-77.03772222,38.85208333
"175","Arlington VA","West Palm Beach FL",909,-80.22148111,26.84537306,-77.03772222,38.85208333
"176","Arlington VA","Chantilly VA",1,-77.45580972,38.94453194,-77.03772222,38.85208333
"177","Arlington VA","Jacksonville FL",896,-81.80594722,30.27778889,-77.03772222,38.85208333
"178","Arlington VA","Detroit MI",2986,-83.00986111,42.40919444,-77.03772222,38.85208333
"179","Arlington VA","Manchester NH",288,-71.43705583,42.93451639,-77.03772222,38.85208333
"180","Arlington VA","Providence RI",672,-71.42822111,41.72399917,-77.03772222,38.85208333
"181","Arlington VA","Charlottesville VA",1,-78.45286111,38.13863889,-77.03772222,38.85208333
"182","Arlington VA","Jackson MS",293,-90.22253167,32.3347725,-77.03772222,38.85208333
"183","Arlington VA","Orlando FL",1845,-81.43708333,28.28980556,-77.03772222,38.85208333
"184","Arlington VA","Des Moines IA",272,-93.66068222,41.53493306,-77.03772222,38.85208333
"185","Arlington VA","Nashville TN",1403,-86.67818222,36.12447667,-77.03772222,38.85208333
"186","Arlington VA","Madison WI",287,-89.18553833,43.10491444,-77.03772222,38.85208333
"187","Arlington VA","Salt Lake City UT",365,-111.9777731,40.78838778,-77.03772222,38.85208333
"188","Arlington VA","Indianapolis IN",968,-86.29438056,39.83070944,-77.03772222,38.85208333
"189","Arlington VA","St Louis MO",1296,-90.50830417,38.72752,-77.03772222,38.85208333
"190","Arlington VA","Denver CO",1428,-104.8492942,39.57012833,-77.03772222,38.85208333
"191","Arlington VA","Seattle WA",727,-122.3019561,47.52998917,-77.03772222,38.85208333
"192","Arlington VA","Richmond VA",2,-77.52498667,37.4065375,-77.03772222,38.85208333
"193","Arlington VA","Syracuse NY",313,-76.10631056,43.11118694,-77.03772222,38.85208333
"194","Asheville NC","Covington KY",167,-84.6621725,39.04614278,-82.54180556,35.43619444
"195","Asheville NC","Detroit MI",768,-83.00986111,42.40919444,-82.54180556,35.43619444
"196","Asheville NC","Minneapolis MN",364,-93.21138889,45.145,-82.54180556,35.43619444
"197","Asheville NC","Houston TX",458,-95.55277778,30.06186111,-82.54180556,35.43619444
"198","Asheville NC","Orlando FL",47,-81.43708333,28.28980556,-82.54180556,35.43619444
"199","Asheville NC","Atlanta GA",1936,-84.42694444,33.64044444,-82.54180556,35.43619444
"200","Asheville NC","Newark NJ",658,-74.16866056,40.69249722,-82.54180556,35.43619444
"201","Aspen CO","Phoenix AZ",109,-112.0825614,33.68831667,-106.868845,39.22316
"202","Aspen CO","San Francisco CA",59,-122.3748433,37.61900194,-106.868845,39.22316
"203","Aspen CO","Atlanta GA",16,-84.42694444,33.64044444,-106.868845,39.22316
"204","Aspen CO","Tulsa OK",1,-95.984635,36.0396275,-106.868845,39.22316
"205","Aspen CO","Los Angeles CA",324,-118.4080744,33.94253611,-106.868845,39.22316
"206","Aspen CO","Grand Junction CO",2,-108.5267347,39.1224125,-106.868845,39.22316
"207","Aspen CO","Salt Lake City UT",443,-111.9777731,40.78838778,-106.868845,39.22316
"208","Aspen CO","Denver CO",3979,-104.8492942,39.57012833,-106.868845,39.22316
"209","Aspen CO","Chicago IL",310,-87.60791167,41.85884389,-106.868845,39.22316
"210","Atlanta GA","Rochester NY",2488,-77.67238389,43.11886611,-84.42694444,33.64044444
"211","Atlanta GA","Dayton OH",4369,-84.219375,39.90237583,-84.42694444,33.64044444
"212","Atlanta GA","Bozeman MT",60,-111.1530072,45.77690139,-84.42694444,33.64044444
"213","Atlanta GA","Santa Ana CA",1463,-117.8682225,33.67565861,-84.42694444,33.64044444
"214","Atlanta GA","Fayetteville NC",2172,-78.88,34.99147222,-84.42694444,33.64044444
"215","Atlanta GA","New Bern NC",791,-77.04294444,35.07297222,-84.42694444,33.64044444
"216","Atlanta GA","McAllen TX",10,-98.23861111,26.17583333,-84.42694444,33.64044444
"217","Atlanta GA","Lynchburg VA",625,-79.20043056,37.32668528,-84.42694444,33.64044444
"218","Atlanta GA","Grand Rapids MI",1351,-85.52276778,42.88081972,-84.42694444,33.64044444
"219","Atlanta GA","Charleston WV",1430,-81.59318972,38.37315083,-84.42694444,33.64044444
"220","Atlanta GA","Ft. Myers FL",4196,-81.86325,26.58661111,-84.42694444,33.64044444
"221","Atlanta GA","Jackson MS",2704,-90.22253167,32.3347725,-84.42694444,33.64044444
"222","Atlanta GA","Augusta GA",2380,-81.96449611,33.369955,-84.42694444,33.64044444
"223","Atlanta GA","Philadelphia PA",6918,-75.24114083,39.87195278,-84.42694444,33.64044444
"224","Atlanta GA","Syracuse NY",1419,-76.10631056,43.11118694,-84.42694444,33.64044444
"225","Atlanta GA","Lexington KY",2217,-84.60538889,38.03697222,-84.42694444,33.64044444
"226","Atlanta GA","Montrose CO",37,-107.8938333,38.50886722,-84.42694444,33.64044444
"227","Atlanta GA","Greer SC",2450,-82.21885833,34.89566722,-84.42694444,33.64044444
"228","Atlanta GA","Newburgh NY",1617,-74.10483833,41.50409361,-84.42694444,33.64044444
"229","Atlanta GA","Fort Wayne IN",1029,-85.19514639,40.97846583,-84.42694444,33.64044444
"230","Atlanta GA","Macon GA",652,-83.56202778,32.82213889,-84.42694444,33.64044444
"231","Atlanta GA","Cleveland OH",3115,-81.68333333,41.5175,-84.42694444,33.64044444
"232","Atlanta GA","Birmingham AL",2876,-86.75354972,33.56294306,-84.42694444,33.64044444
"233","Atlanta GA","Jacksonville NC",1178,-77.61213778,34.82916444,-84.42694444,33.64044444
"234","Atlanta GA","Albany NY",1154,-73.80297861,42.74811944,-84.42694444,33.64044444
"235","Atlanta GA","Newark NJ",8060,-74.16866056,40.69249722,-84.42694444,33.64044444
"236","Atlanta GA","Albany GA",1095,-84.19447333,31.535515,-84.42694444,33.64044444
"237","Atlanta GA","New Orleans LA",4695,-90.08166667,29.95194444,-84.42694444,33.64044444
"238","Atlanta GA","Sarasota FL",3327,-82.55411111,27.39533333,-84.42694444,33.64044444
"239","Atlanta GA","Atlantic City NJ",113,-74.57716667,39.45758333,-84.42694444,33.64044444
"240","Atlanta GA","Columbus OH",1808,-82.89188278,39.99798528,-84.42694444,33.64044444
"241","Atlanta GA","Huntsville AL",2622,-86.77310944,34.6404475,-84.42694444,33.64044444
"242","Atlanta GA","Boston MA",5982,-71.00517917,42.3643475,-84.42694444,33.64044444
"243","Atlanta GA","Columbia SC",2508,-81.11953944,33.93884,-84.42694444,33.64044444
"244","Atlanta GA","Nashville TN",3097,-86.67818222,36.12447667,-84.42694444,33.64044444
"245","Atlanta GA","Shreveport LA",1817,-93.7450225,32.54021889,-84.42694444,33.64044444
"246","Atlanta GA","Manchester NH",696,-71.43705583,42.93451639,-84.42694444,33.64044444
"247","Atlanta GA","Arlington VA",7296,-77.03772222,38.85208333,-84.42694444,33.64044444
"248","Atlanta GA","Indianapolis IN",3515,-86.29438056,39.83070944,-84.42694444,33.64044444
"249","Atlanta GA","Newport News VA",4157,-76.4929875,37.13189556,-84.42694444,33.64044444
"250","Atlanta GA","San Jose CA",634,-121.8197947,37.33287306,-84.42694444,33.64044444
"251","Atlanta GA","Greensboro NC",2848,-79.9372975,36.09774694,-84.42694444,33.64044444
"252","Atlanta GA","San Antonio TX",3241,-98.46977778,29.53369444,-84.42694444,33.64044444
"253","Atlanta GA","Alexandria LA",983,-92.54855611,31.32737167,-84.42694444,33.64044444
"254","Atlanta GA","Columbus GA",1481,-84.93886111,32.51633333,-84.42694444,33.64044444
"255","Atlanta GA","Albuquerque NM",1067,-106.6091944,35.04022222,-84.42694444,33.64044444
"256","Atlanta GA","Fort Smith AR",633,-94.36744111,35.33659028,-84.42694444,33.64044444
"257","Atlanta GA","Florence SC",615,-79.72388889,34.18536111,-84.42694444,33.64044444
"258","Atlanta GA","Killeen TX",643,-97.82779778,31.06489778,-84.42694444,33.64044444
"259","Atlanta GA","Appleton WI",743,-88.51947556,44.25740806,-84.42694444,33.64044444
"260","Atlanta GA","Salt Lake City UT",2866,-111.9777731,40.78838778,-84.42694444,33.64044444
"261","Atlanta GA","Portland ME",904,-70.30875,43.64616667,-84.42694444,33.64044444
"262","Atlanta GA","Boise ID",41,-116.2227778,43.56444444,-84.42694444,33.64044444
"263","Atlanta GA","San Francisco CA",3098,-122.3748433,37.61900194,-84.42694444,33.64044444
"264","Atlanta GA","Tallahassee FL",2484,-84.35033333,30.39652778,-84.42694444,33.64044444
"265","Atlanta GA","Ontario CA",797,-117.6011944,34.056,-84.42694444,33.64044444
"266","Atlanta GA","Lawton OK",543,-98.41663667,34.56771444,-84.42694444,33.64044444
"267","Atlanta GA","Sioux Falls SD",135,-96.74170028,43.58135111,-84.42694444,33.64044444
"268","Atlanta GA","Chantilly VA",5362,-77.45580972,38.94453194,-84.42694444,33.64044444
"269","Atlanta GA","Louisville KY",2756,-85.66372222,38.228,-84.42694444,33.64044444
"270","Atlanta GA","Mobile AL",2225,-88.06799861,30.62646944,-84.42694444,33.64044444
"271","Atlanta GA","Key West FL",974,-81.75955556,24.55611111,-84.42694444,33.64044444
"272","Atlanta GA","Providence RI",1390,-71.42822111,41.72399917,-84.42694444,33.64044444
"273","Atlanta GA","Portland OR",1102,-122.6709289,45.52527778,-84.42694444,33.64044444
"274","Atlanta GA","NA NA",958,-117.278727,33.127231,-84.42694444,33.64044444
"275","Atlanta GA","Memphis TN",4870,-90.05397694,35.20069278,-84.42694444,33.64044444
"276","Atlanta GA","Tampa FL",7313,-82.53325,27.97547222,-84.42694444,33.64044444
"277","Atlanta GA","South Bend IN",1039,-86.31847417,41.70895361,-84.42694444,33.64044444
"278","Atlanta GA","Corpus Christi TX",6,-97.50121528,27.77036083,-84.42694444,33.64044444
"279","Atlanta GA","Moline IL",2592,-90.50753917,41.44852639,-84.42694444,33.64044444
"280","Atlanta GA","Charlotte Amalie VI",451,-64.97336111,18.33730556,-84.42694444,33.64044444
"281","Atlanta GA","Tupelo MS",10,-88.769895,34.26810833,-84.42694444,33.64044444
"282","Atlanta GA","Gulfport-Biloxi MS",3441,-89.07009278,30.40728028,-84.42694444,33.64044444
"283","Atlanta GA","Flint MI",3133,-83.74345639,42.96550333,-84.42694444,33.64044444
"284","Atlanta GA","Bristol TN",1808,-82.40742056,36.47521417,-84.42694444,33.64044444
"285","Atlanta GA","Wichita KS",3146,-97.22113889,37.74755556,-84.42694444,33.64044444
"286","Atlanta GA","Montgomery AL",2514,-86.39397611,32.30064417,-84.42694444,33.64044444
"287","Atlanta GA","Kalispell MT",25,-114.2550694,48.31140472,-84.42694444,33.64044444
"288","Atlanta GA","Christiansted VI",64,-64.79855556,17.70188889,-84.42694444,33.64044444
"289","Atlanta GA","Orlando FL",9611,-81.43708333,28.28980556,-84.42694444,33.64044444
"290","Atlanta GA","Covington KY",2758,-84.6621725,39.04614278,-84.42694444,33.64044444
"291","Atlanta GA","Gunnison CO",2,-106.9331817,38.53396333,-84.42694444,33.64044444
"292","Atlanta GA","Aspen CO",16,-106.868845,39.22316,-84.42694444,33.64044444
"293","Atlanta GA","Tulsa OK",1980,-95.984635,36.0396275,-84.42694444,33.64044444
"294","Atlanta GA","Cedar Rapids IA",357,-91.71087222,41.88458833,-84.42694444,33.64044444
"295","Atlanta GA","Norfolk VA",2784,-76.32066389,36.66561833,-84.42694444,33.64044444
"296","Atlanta GA","Dallas-Fort Worth TX",9849,-97.0372,32.89595056,-84.42694444,33.64044444
"297","Atlanta GA","West Palm Beach FL",4262,-80.22148111,26.84537306,-84.42694444,33.64044444
"298","Atlanta GA","Bloomington IL",2511,-88.91595278,40.47798556,-84.42694444,33.64044444
"299","Atlanta GA","Austin TX",2252,-97.66987194,30.19453278,-84.42694444,33.64044444
